customer_id,gender,age_group,region_id,registration_date
C01345,Male,Adult,E,2024-03-21
C01346,Male,Adult,N,2024-04-29
C01347,Male,Young Adult,S,2024-05-30
C01348,Male,Young Adult,S,2024-12-24
C01349,Female,Young Adult,E,2022-11-30
C01350,Male,Young Adult,W,2022-02-01
C01351,Female,Young Adult,S,2024-05-17
C01352,Female,Young Adult,N,2024-06-16
C01353,Male,Elder,E,2023-08-24
C01354,Female,Adult,E,2024-09-14
C01355,Female,Young Adult,N,2023-08-22
C01356,Female,Teenager,W,2023-06-04
C01357,Female,Adult,W,2024-05-18
C01358,Male,Young Adult,W,2022-01-16
C01359,Female,Adult,N,2022-10-10
C01360,Male,Adult,W,2022-12-27
C01361,Female,Adult,E,2024-11-24
C01362,Female,Young Adult,S,2022-04-23
C01363,Male,Adult,E,2022-11-04
C01364,Female,Young Adult,W,2024-08-16
C01365,Female,Elder,E,2024-12-12
C01366,Female,Adult,S,2024-04-13
C01367,Male,Young Adult,E,2022-08-30
C01368,Female,Young Adult,E,2022-01-31
C01369,Male,Young Adult,N,2023-12-05
C01370,Female,Adult,W,2024-05-18
C01371,Male,Young Adult,E,2022-08-21
C01372,Male,Adult,E,2024-11-23
C01373,Female,Young Adult,N,2024-08-08
C01374,Female,Adult,E,2022-02-28
C01375,Male,Adult,N,2024-02-10
C01376,Male,Adult,N,2023-12-19
C01377,Female,Adult,E,2022-10-29
C01378,Male,Young Adult,S,2024-03-13
C01379,Female,Teenager,E,2024-06-15
C01380,Female,Adult,N,2022-04-22
C01381,Female,Young Adult,S,2022-11-13
C01382,Female,Young Adult,N,2023-10-30
C01383,Male,Teenager,W,2023-11-21
C01384,Female,Young Adult,E,2022-01-18
C01385,Male,Teenager,E,2024-02-17
C01386,Female,Elder,S,2022-12-26
C01387,Male,Young Adult,N,2022-11-28
C01388,Female,Adult,W,2023-06-12
C01389,Male,Teenager,N,2022-01-12
C01390,Male,Adult,S,2025-01-03
C01391,Female,Young Adult,E,2022-07-31
C01392,Female,Elder,N,2023-10-03
C01393,Female,Elder,W,2022-10-10
C01394,Female,Young Adult,E,2024-02-19
C01395,Male,Elder,N,2024-11-19
C01396,Female,Elder,N,2024-10-29
C01397,Male,Adult,N,2023-11-08
C01398,Male,Adult,W,2023-12-06
C01399,Female,Young Adult,E,2023-03-02
C01400,Male,Adult,N,2023-08-14
C01401,Male,Teenager,N,2022-04-01
C01402,Male,Teenager,E,2023-04-01
C01403,Male,Elder,E,2023-03-20
C01404,Female,Young Adult,S,2022-03-20
C01405,Female,Adult,S,2024-07-15
C01406,Female,Adult,N,2022-04-13
C01407,Female,Elder,E,2023-09-15
C01408,Male,Elder,W,2024-09-16
C01409,Male,Young Adult,N,2022-08-22
C01410,Female,Teenager,E,2023-10-06
C01411,Female,Young Adult,S,2024-02-29
C01412,Female,Young Adult,S,2023-01-22
C01413,Male,Teenager,N,2024-04-26
C01414,Female,Young Adult,W,2022-02-07
C01415,Female,Adult,E,2022-08-29
C01416,Female,Adult,E,2024-11-15
C01417,Male,Young Adult,S,2023-07-16
C01418,Male,Adult,N,2024-03-16
C01419,Male,Young Adult,N,2022-10-25
C01420,Male,Teenager,E,2024-03-15
C01421,Male,Adult,N,2022-06-03
C01422,Male,Adult,E,2024-01-02
C01423,Male,Adult,S,2023-04-13
C01424,Male,Teenager,S,2022-02-18
C01425,Female,Adult,S,2022-02-15
C01426,Female,Adult,S,2024-02-19
C01427,Male,Adult,N,2022-03-23
C01428,Male,Adult,S,2024-12-03
C01429,Female,Elder,E,2024-08-12
C01430,Male,Adult,E,2022-09-30
C01431,Male,Adult,N,2023-01-29
C01432,Male,Elder,S,2024-02-29
C01433,Female,Adult,N,2023-08-18
C01434,Female,Young Adult,N,2022-02-27
C01435,Female,Adult,N,2023-07-19
C01436,Female,Young Adult,W,2022-01-01
C01437,Female,Young Adult,N,2022-08-04
C01438,Male,Adult,N,2024-02-05
C01439,Female,Elder,N,2023-11-02
C01440,Male,Elder,N,2023-05-26
C01441,Male,Young Adult,E,2024-07-03
C01442,Female,Adult,N,2022-04-05
C01443,Female,Young Adult,N,2023-05-08
C01444,Male,Elder,E,2024-02-04
C01445,Male,Elder,S,2024-10-18
C01446,Male,Adult,E,2022-05-30
C01447,Female,Adult,E,2024-11-12
C01448,Female,Adult,N,2024-01-26
C01449,Female,Adult,E,2023-02-03
C01450,Female,Teenager,N,2023-02-14
C01451,Female,Adult,E,2022-05-11
C01452,Male,Adult,S,2024-05-04
C01453,Female,Adult,N,2022-05-28
C01454,Male,Young Adult,E,2023-01-16
C01455,Male,Elder,W,2023-07-06
C01456,Male,Young Adult,W,2022-10-22
C01457,Female,Adult,E,2023-04-01
C01458,Female,Adult,S,2022-06-18
C01459,Female,Adult,N,2023-12-11
C01460,Male,Adult,N,2022-02-06
C01461,Male,Young Adult,S,2022-08-19
C01462,Male,Young Adult,S,2022-09-11
C01463,Male,Adult,W,2022-11-25
C01464,Male,Adult,S,2024-09-06
C01465,Male,Young Adult,S,2022-01-10
C01466,Female,Adult,S,2023-03-22
C01467,Female,Adult,W,2024-07-10
C01468,Female,Adult,E,2024-04-15
C01469,Female,Adult,E,2022-03-19
C01470,Male,Young Adult,S,2022-07-12
C01471,Male,Teenager,W,2023-02-05
C01472,Female,Adult,N,2022-04-19
C01473,Male,Adult,W,2024-03-02
C01474,Female,Adult,E,2022-09-20
C01475,Female,Adult,S,2022-11-25
C01476,Female,Adult,E,2022-12-29
C01477,Male,Elder,E,2022-09-16
C01478,Female,Adult,N,2022-03-26
C01479,Female,Adult,W,2022-11-04
C01480,Female,Young Adult,S,2022-09-19
C01481,Male,Young Adult,S,2024-03-07
C01482,Male,Adult,N,2023-09-23
C01483,Female,Young Adult,S,2023-11-11
C01484,Male,Elder,E,2024-05-14
C01485,Male,Adult,S,2022-11-20
C01486,Male,Adult,E,2024-07-13
C01487,Male,Young Adult,S,2023-12-28
C01488,Male,Teenager,W,2024-09-04
C01489,Male,Teenager,E,2022-08-05
C01490,Male,Young Adult,W,2023-03-24
C01491,Male,Teenager,N,2022-11-15
C01492,Male,Adult,S,2024-09-20
C01493,Male,Elder,S,2022-02-06
C01494,Female,Elder,E,2024-01-01
C01495,Female,Adult,W,2024-10-07
C01496,Male,Young Adult,N,2024-11-23
C01497,Female,Elder,N,2022-02-08
C01498,Female,Elder,W,2022-07-28
C01499,Male,Young Adult,N,2024-04-09
C01500,Male,Adult,E,2024-05-05
C01501,Male,Young Adult,E,2024-06-17
C01502,Female,Adult,W,2023-08-24
C01503,Female,Elder,N,2024-01-30
C01504,Male,Teenager,N,2023-03-10
C01505,Male,Elder,E,2024-04-21
C01506,Male,Adult,W,2022-02-01
C01507,Female,Elder,S,2023-01-28
C01508,Female,Adult,S,2024-06-28
C01509,Female,Adult,E,2022-07-11
C01510,Female,Teenager,W,2022-09-27
C01511,Male,Young Adult,W,2024-01-08
C01512,Male,Teenager,W,2022-03-18
C01513,Male,Elder,N,2024-01-05
C01514,Male,Adult,N,2024-06-02
C01515,Female,Elder,E,2022-10-11
C01516,Female,Elder,W,2023-06-28
C01517,Male,Teenager,N,2023-10-11
C01518,Male,Young Adult,N,2022-09-07
C01519,Female,Teenager,W,2022-04-05
C01520,Male,Young Adult,N,2022-01-17
C01521,Female,Young Adult,S,2022-04-27
C01522,Male,Adult,E,2024-09-09
C01523,Male,Young Adult,E,2022-11-29
C01524,Male,Teenager,E,2023-10-08
C01525,Male,Young Adult,S,2022-04-26
C01526,Male,Young Adult,E,2024-08-20
C01527,Male,Elder,E,2024-04-26
C01528,Male,Adult,E,2022-11-12
C01529,Female,Elder,E,2024-03-20
C01530,Female,Young Adult,N,2023-01-07
C01531,Female,Young Adult,N,2024-01-30
C01532,Female,Adult,N,2024-05-26
C01533,Female,Young Adult,N,2024-09-03
C01534,Male,Young Adult,E,2022-06-05
C01535,Male,Young Adult,W,2023-09-06
C01536,Female,Young Adult,E,2024-11-02
C01537,Male,Young Adult,W,2023-05-23
C01538,Female,Young Adult,S,2023-04-10
C01539,Female,Adult,S,2024-02-22
C01540,Male,Teenager,S,2024-03-14
C01541,Male,Young Adult,N,2022-08-08
C01542,Male,Adult,N,2022-01-15
C01543,Female,Young Adult,E,2022-04-27
C01544,Male,Young Adult,W,2022-11-27
C01545,Female,Elder,N,2022-02-25
C01546,Female,Young Adult,N,2022-11-04
C01547,Female,Teenager,W,2022-08-10
C01548,Male,Adult,N,2024-03-07
C01549,Male,Young Adult,W,2022-05-31
C01550,Female,Adult,E,2022-04-22
C01551,Male,Adult,W,2023-11-14
C01552,Male,Young Adult,S,2022-11-28
C01553,Male,Adult,E,2024-06-11
C01554,Female,Adult,S,2022-06-10
C01555,Female,Young Adult,E,2022-10-05
C01556,Male,Adult,S,2024-06-15
C01557,Female,Young Adult,N,2023-05-12
C01558,Male,Adult,E,2023-10-17
C01559,Male,Teenager,E,2024-11-25
C01560,Male,Adult,W,2022-10-30
C01561,Male,Young Adult,E,2023-03-14
C01562,Female,Adult,E,2023-12-27
C01563,Female,Teenager,N,2024-11-21
C01564,Female,Young Adult,E,2022-07-05
C01565,Male,Adult,E,2023-11-04
C01566,Male,Adult,W,2024-09-27
C01567,Male,Adult,W,2022-10-06
C01568,Female,Adult,N,2023-11-14
C01569,Male,Adult,W,2024-10-22
C01570,Female,Elder,N,2024-10-07
C01571,Female,Young Adult,S,2024-07-13
C01572,Female,Adult,E,2023-01-15
C01573,Female,Adult,N,2024-04-14
C01574,Female,Elder,E,2024-09-25
C01575,Female,Elder,N,2022-10-12
C01576,Male,Young Adult,N,2023-02-25
C01577,Male,Young Adult,E,2022-04-23
C01578,Female,Adult,E,2024-10-14
C01579,Female,Adult,W,2022-08-16
C01580,Male,Adult,E,2023-06-12
C01581,Female,Adult,E,2023-05-11
C01582,Female,Adult,S,2022-01-31
C01583,Male,Young Adult,N,2022-06-11
C01584,Female,Elder,N,2023-12-06
C01585,Female,Young Adult,E,2023-12-23
C01586,Female,Young Adult,E,2023-03-22
C01587,Male,Adult,S,2024-01-14
C01588,Male,Adult,E,2023-03-03
C01589,Male,Young Adult,E,2023-05-19
C01590,Female,Young Adult,N,2023-12-22
C01591,Female,Elder,N,2023-11-15
C01592,Male,Young Adult,W,2023-08-05
C01593,Female,Adult,E,2024-11-23
C01594,Female,Adult,W,2024-01-06
C01595,Female,Adult,N,2023-11-22
C01596,Female,Adult,W,2024-01-28
C01597,Female,Young Adult,N,2024-01-24
C01598,Male,Adult,N,2022-01-24
C01599,Female,Young Adult,W,2022-02-24
C01600,Male,Adult,N,2024-11-15
C01601,Female,Young Adult,E,2024-03-14
C01602,Male,Adult,N,2022-11-23
C01603,Female,Young Adult,E,2024-08-27
C01604,Male,Young Adult,W,2022-07-05
C01605,Female,Young Adult,S,2023-05-10
C01606,Male,Young Adult,E,2024-11-01
C01607,Female,Adult,N,2023-03-10
C01608,Male,Young Adult,E,2022-07-27
C01609,Female,Elder,S,2022-05-13
C01610,Male,Elder,N,2023-01-04
C01611,Male,Adult,S,2023-02-27
C01612,Female,Young Adult,N,2024-10-29
C01613,Female,Young Adult,W,2022-09-01
C01614,Male,Adult,S,2024-02-21
C01615,Female,Young Adult,N,2023-09-16
C01616,Male,Teenager,S,2023-07-21
C01617,Male,Adult,S,2023-06-11
C01618,Male,Adult,E,2022-02-06
C01619,Female,Adult,W,2022-06-27
C01620,Male,Young Adult,S,2023-10-01
C01621,Male,Adult,W,2024-05-01
C01622,Female,Young Adult,E,2022-03-13
C01623,Female,Young Adult,N,2022-12-18
C01624,Female,Elder,E,2023-09-15
C01625,Female,Young Adult,E,2022-04-15
C01626,Male,Young Adult,E,2022-08-09
C01627,Male,Teenager,W,2024-05-12
C01628,Male,Elder,S,2023-06-02
C01629,Male,Adult,W,2022-10-26
C01630,Female,Adult,W,2024-05-10
C01631,Male,Adult,E,2022-02-11
C01632,Male,Young Adult,E,2024-02-10
C01633,Female,Adult,S,2024-06-15
C01634,Male,Young Adult,W,2023-05-07
C01635,Male,Teenager,E,2024-12-06
C01636,Male,Adult,N,2022-03-26
C01637,Male,Elder,S,2024-12-17
C01638,Male,Teenager,E,2024-09-17
C01639,Male,Young Adult,N,2023-12-12
C01640,Female,Young Adult,N,2022-07-28
C01641,Female,Young Adult,S,2022-02-08
C01642,Male,Elder,S,2024-07-14
C01643,Male,Adult,S,2024-02-01
C01644,Female,Adult,N,2024-08-03
C01645,Male,Adult,N,2022-02-21
C01646,Male,Young Adult,E,2023-01-09
C01647,Male,Adult,E,2024-07-19
C01648,Female,Young Adult,N,2022-06-05
C01649,Male,Adult,S,2023-11-10
C01650,Female,Elder,E,2022-12-17
C01651,Male,Adult,N,2022-03-10
C01652,Female,Young Adult,N,2024-12-11
C01653,Female,Adult,N,2023-10-16
C01654,Male,Young Adult,W,2022-03-04
C01655,Female,Teenager,W,2023-05-24
C01656,Male,Young Adult,W,2022-10-19
C01657,Female,Young Adult,E,2024-03-31
C01658,Male,Adult,E,2022-05-30
C01659,Male,Adult,S,2024-05-30
C01660,Female,Elder,E,2023-12-05
C01661,Male,Adult,N,2023-05-31
C01662,Male,Adult,E,2022-01-30
C01663,Female,Teenager,W,2022-11-22
C01664,Male,Teenager,E,2024-08-06
C01665,Male,Adult,S,2022-01-16
C01666,Female,Young Adult,N,2022-04-21
C01667,Female,Adult,E,2024-05-21
C01668,Male,Young Adult,E,2023-12-14
C01669,Male,Teenager,W,2022-04-17
C01670,Female,Young Adult,S,2023-01-14
C01671,Female,Young Adult,W,2022-06-11
C01672,Male,Teenager,E,2022-10-10
C01673,Female,Adult,W,2022-09-26
C01674,Male,Teenager,E,2023-04-29
C01675,Male,Adult,E,2023-10-29
C01676,Male,Young Adult,E,2025-01-01
C01677,Male,Young Adult,E,2023-08-21
C01678,Male,Young Adult,W,2024-03-09
C01679,Female,Adult,N,2024-03-08
C01680,Female,Young Adult,N,2023-01-25
C01681,Female,Adult,W,2023-02-20
C01682,Female,Young Adult,E,2023-03-02
C01683,Male,Adult,E,2024-09-23
C01684,Male,Young Adult,E,2024-05-16
C01685,Male,Adult,N,2022-03-27
C01686,Male,Adult,W,2023-02-27
C01687,Female,Elder,E,2022-04-28
C01688,Male,Young Adult,S,2024-08-16
C01689,Male,Teenager,S,2024-05-31
C01690,Female,Teenager,W,2024-09-18
C01691,Female,Adult,N,2023-02-19
C01692,Female,Adult,W,2023-08-22
C01693,Female,Adult,N,2022-02-09
C01694,Male,Young Adult,E,2023-12-04
C01695,Male,Young Adult,W,2023-06-21
C01696,Female,Teenager,E,2023-02-24
C01697,Male,Elder,S,2023-10-26
C01698,Male,Adult,E,2022-04-05
C01699,Male,Elder,S,2024-08-30
C01700,Female,Young Adult,N,2023-10-12
C01701,Male,Adult,W,2022-10-15
C01702,Female,Adult,W,2023-02-16
C01703,Male,Young Adult,E,2023-02-04
C01704,Male,Adult,S,2023-06-12
C01705,Male,Elder,N,2024-11-07
C01706,Female,Elder,N,2022-05-16
C01707,Male,Adult,E,2024-01-29
C01708,Female,Young Adult,W,2024-04-22
C01709,Female,Young Adult,E,2023-12-11
C01710,Female,Elder,W,2024-10-21
C01711,Male,Teenager,N,2023-01-16
C01712,Male,Adult,S,2023-05-24
C01713,Male,Adult,N,2024-03-16
C01714,Male,Adult,S,2023-04-21
C01715,Female,Elder,N,2024-08-11
C01716,Female,Young Adult,W,2024-04-28
C01717,Female,Young Adult,N,2024-06-15
C01718,Male,Teenager,W,2022-02-01
C01719,Female,Young Adult,S,2022-04-28
C01720,Male,Young Adult,W,2022-07-10
C01721,Female,Young Adult,E,2022-03-15
C01722,Male,Adult,W,2023-09-15
C01723,Male,Elder,N,2024-05-20
C01724,Female,Young Adult,E,2023-08-09
C01725,Female,Young Adult,W,2023-02-24
C01726,Female,Elder,N,2023-04-18
C01727,Female,Teenager,N,2022-04-24
C01728,Male,Teenager,S,2022-11-26
C01729,Female,Young Adult,W,2022-12-05
C01730,Female,Adult,E,2022-08-26
C01731,Female,Young Adult,E,2022-03-20
C01732,Male,Elder,N,2023-04-09
C01733,Male,Young Adult,N,2023-08-28
C01734,Female,Adult,W,2023-07-16
C01735,Male,Young Adult,N,2022-10-12
C01736,Female,Adult,E,2022-08-11
C01737,Male,Adult,W,2023-08-16
C01738,Male,Adult,N,2023-01-08
C01739,Male,Adult,E,2024-06-29
C01740,Male,Adult,N,2024-04-07
C01741,Female,Elder,E,2022-08-24
C01742,Female,Adult,N,2023-11-02
C01743,Female,Adult,E,2024-04-07
C01744,Male,Teenager,S,2024-02-02
C01745,Female,Teenager,S,2023-01-15
C01746,Female,Young Adult,E,2024-03-04
C01747,Female,Adult,N,2023-09-06
C01748,Male,Young Adult,E,2023-07-17
C01749,Male,Young Adult,S,2023-02-24
C01750,Male,Elder,E,2022-02-21
C01751,Female,Elder,N,2024-03-29
C01752,Female,Elder,E,2022-07-24
C01753,Female,Young Adult,N,2024-09-27
C01754,Male,Adult,S,2024-01-01
C01755,Male,Young Adult,N,2022-09-14
C01756,Female,Young Adult,E,2022-07-04
C01757,Male,Young Adult,N,2022-05-25
C01758,Male,Young Adult,W,2024-11-03
C01759,Male,Young Adult,W,2022-09-03
C01760,Male,Adult,N,2022-07-06
C01761,Female,Teenager,E,2024-05-15
C01762,Male,Adult,N,2022-02-09
C01763,Male,Adult,S,2023-08-24
C01764,Male,Young Adult,E,2024-08-19
C01765,Male,Adult,E,2024-09-12
C01766,Female,Young Adult,E,2022-01-09
C01767,Female,Adult,N,2022-12-16
C01768,Male,Young Adult,S,2022-03-25
C01769,Male,Young Adult,N,2023-06-17
C01770,Male,Teenager,E,2024-09-15
C01771,Male,Adult,E,2022-12-24
C01772,Male,Elder,E,2023-01-13
C01773,Male,Young Adult,N,2022-06-21
C01774,Female,Adult,S,2024-11-14
C01775,Male,Adult,S,2023-01-28
C01776,Female,Elder,N,2023-12-03
C01777,Female,Adult,S,2023-07-03
C01778,Male,Adult,W,2024-02-23
C01779,Female,Adult,W,2022-11-28
C01780,Female,Elder,E,2024-03-04
C01781,Female,Young Adult,S,2023-10-11
C01782,Female,Young Adult,N,2024-09-09
C01783,Female,Teenager,W,2024-11-18
C01784,Female,Adult,N,2023-06-27
C01785,Male,Adult,W,2024-11-08
C01786,Female,Teenager,E,2023-05-06
C01787,Female,Adult,S,2022-10-10
C01788,Female,Adult,W,2024-05-11
C01789,Male,Teenager,N,2022-04-23
C01790,Female,Elder,E,2024-05-11
C01791,Male,Young Adult,E,2023-09-02
C01792,Female,Teenager,N,2023-05-23
C01793,Male,Adult,S,2023-04-11
C01794,Male,Adult,E,2024-04-03
C01795,Female,Teenager,E,2023-09-01
C01796,Female,Adult,N,2022-10-17
C01797,Male,Adult,W,2024-05-17
C01798,Female,Teenager,N,2024-02-21
C01799,Male,Young Adult,N,2022-06-11
C01800,Male,Adult,N,2023-09-16
C01801,Male,Young Adult,N,2023-12-18
C01802,Male,Elder,N,2023-07-21
C01803,Male,Adult,W,2024-09-20
C01804,Female,Elder,S,2023-08-19
C01805,Male,Young Adult,N,2024-08-16
C01806,Male,Elder,N,2024-10-09
C01807,Female,Young Adult,E,2023-04-20
C01808,Male,Young Adult,W,2023-09-10
C01809,Female,Teenager,N,2023-10-03
C01810,Female,Teenager,N,2022-09-19
C01811,Female,Adult,N,2022-06-11
C01812,Male,Adult,N,2022-06-30
C01813,Male,Young Adult,N,2023-12-26
C01814,Male,Adult,S,2023-04-14
C01815,Female,Young Adult,N,2022-01-21
C01816,Male,Adult,E,2022-09-17
C01817,Female,Young Adult,N,2023-04-11
C01818,Male,Adult,W,2023-06-21
C01819,Female,Adult,W,2024-08-09
C01820,Male,Adult,E,2024-02-05
C01821,Male,Young Adult,S,2024-08-16
C01822,Male,Young Adult,S,2024-07-22
C01823,Female,Adult,S,2024-04-30
C01824,Female,Young Adult,E,2023-06-17
C01825,Male,Young Adult,S,2022-01-15
C01826,Male,Teenager,W,2022-02-19
C01827,Female,Adult,W,2024-09-25
C01828,Female,Adult,S,2022-10-31
C01829,Female,Adult,E,2023-02-20
C01830,Male,Young Adult,N,2022-11-01
C01831,Female,Young Adult,N,2022-07-15
C01832,Male,Adult,S,2024-03-23
C01833,Female,Adult,N,2024-03-10
C01834,Male,Young Adult,W,2023-01-23
C01835,Female,Adult,N,2024-01-27
C01836,Female,Young Adult,S,2023-03-31
C01837,Female,Elder,E,2023-12-14
C01838,Female,Teenager,E,2023-12-06
C01839,Female,Elder,S,2024-04-27
C01840,Male,Adult,W,2022-06-24
C01841,Female,Adult,E,2024-12-25
C01842,Female,Teenager,S,2022-10-06
C01843,Female,Adult,N,2024-01-28
C01844,Male,Young Adult,S,2022-12-29
C01845,Female,Young Adult,W,2022-06-20
C01846,Male,Adult,E,2024-12-10
C01847,Female,Elder,W,2023-10-27
C01848,Female,Adult,E,2023-08-15
C01849,Male,Adult,N,2024-07-19
C01850,Female,Teenager,N,2022-10-01
C01851,Male,Young Adult,S,2023-05-23
C01852,Male,Teenager,E,2022-12-29
C01853,Female,Adult,W,2024-04-27
C01854,Male,Elder,N,2023-10-17
C01855,Female,Adult,E,2022-10-25
C01856,Female,Teenager,S,2023-05-09
C01857,Male,Young Adult,S,2023-06-30
C01858,Male,Adult,N,2022-10-31
C01859,Male,Young Adult,N,2024-06-22
C01860,Male,Adult,N,2022-08-27
C01861,Female,Adult,N,2023-10-12
C01862,Female,Adult,N,2024-06-02
C01863,Male,Young Adult,N,2023-02-14
C01864,Female,Young Adult,E,2023-12-27
C01865,Female,Teenager,S,2024-11-12
C01866,Female,Young Adult,W,2022-11-14
C01867,Female,Young Adult,N,2023-06-09
C01868,Male,Adult,S,2024-06-23
C01869,Male,Adult,S,2024-10-20
C01870,Female,Teenager,N,2023-09-12
C01871,Male,Young Adult,W,2024-08-10
C01872,Male,Young Adult,N,2024-03-11
C01873,Male,Young Adult,W,2024-07-04
C01874,Female,Adult,W,2022-11-16
C01875,Female,Teenager,E,2024-05-25
C01876,Female,Young Adult,E,2022-11-25
C01877,Male,Young Adult,E,2024-01-23
C01878,Female,Elder,S,2023-10-19
C01879,Female,Adult,E,2024-11-03
C01880,Male,Young Adult,N,2022-03-12
C01881,Female,Adult,N,2024-04-06
C01882,Female,Adult,S,2024-05-14
C01883,Male,Elder,E,2024-07-16
C01884,Male,Young Adult,W,2022-04-16
C01885,Male,Elder,N,2024-02-09
C01886,Female,Elder,W,2024-06-11
C01887,Female,Elder,N,2022-07-15
C01888,Female,Adult,S,2022-05-25
C01889,Male,Adult,S,2023-04-16
C01890,Male,Young Adult,S,2022-08-04
C01891,Female,Adult,N,2022-09-17
C01892,Female,Adult,E,2024-07-22
C01893,Male,Adult,W,2023-07-29
C01894,Male,Young Adult,S,2022-10-12
C01895,Male,Adult,E,2023-04-29
C01896,Male,Adult,W,2023-01-07
C01897,Female,Young Adult,E,2022-03-11
C01898,Male,Adult,E,2023-01-14
C01899,Female,Adult,N,2022-10-29
C01900,Female,Adult,W,2022-09-12
C01901,Female,Young Adult,E,2024-08-01
C01902,Male,Young Adult,N,2023-11-23
C01903,Male,Elder,N,2024-04-13
C01904,Male,Young Adult,W,2023-12-18
C01905,Male,Adult,N,2023-02-28
C01906,Female,Adult,W,2022-08-01
C01907,Male,Adult,N,2022-04-10
C01908,Male,Young Adult,W,2022-11-04
C01909,Female,Adult,S,2023-11-09
C01910,Male,Young Adult,E,2023-04-20
C01911,Female,Teenager,W,2022-04-22
C01912,Female,Young Adult,S,2022-07-02
C01913,Female,Teenager,E,2023-08-20
C01914,Female,Elder,N,2022-06-14
C01915,Female,Elder,N,2024-03-25
C01916,Female,Young Adult,N,2022-03-31
C01917,Female,Adult,E,2023-03-31
C01918,Female,Young Adult,N,2022-08-26
C01919,Male,Adult,N,2023-06-18
C01920,Male,Adult,S,2023-12-28
C01921,Male,Elder,E,2022-02-27
C01922,Male,Young Adult,E,2023-06-26
C01923,Female,Adult,N,2024-10-18
C01924,Male,Young Adult,N,2023-09-10
C01925,Female,Elder,W,2023-02-06
C01926,Male,Teenager,N,2024-10-02
C01927,Male,Adult,W,2024-04-21
C01928,Male,Adult,W,2024-04-18
C01929,Female,Adult,W,2023-06-03
C01930,Male,Young Adult,N,2022-07-16
C01931,Female,Elder,W,2022-02-15
C01932,Female,Young Adult,W,2023-06-14
C01933,Male,Adult,E,2024-09-26
C01934,Male,Young Adult,S,2024-02-15
C01935,Male,Young Adult,N,2022-03-15
C01936,Female,Adult,N,2022-12-01
C01937,Male,Young Adult,E,2023-09-25
C01938,Female,Young Adult,E,2023-11-19
C01939,Female,Young Adult,S,2023-07-29
C01940,Male,Young Adult,S,2022-10-23
C01941,Male,Adult,S,2024-11-04
C01942,Female,Elder,E,2023-04-23
C01943,Female,Teenager,W,2023-09-25
C01944,Female,Young Adult,N,2022-11-15
C01945,Male,Teenager,S,2023-04-24
C01946,Female,Teenager,N,2023-01-03
C01947,Male,Adult,E,2023-01-02
C01948,Female,Adult,E,2023-01-13
C01949,Female,Young Adult,W,2023-04-08
C01950,Male,Young Adult,N,2022-01-13
C01951,Female,Teenager,W,2023-06-20
C01952,Male,Adult,N,2022-09-27
C01953,Male,Elder,E,2024-12-29
C01954,Female,Young Adult,N,2023-01-11
C01955,Male,Young Adult,W,2022-09-14
C01956,Male,Elder,E,2022-08-05
C01957,Female,Elder,E,2023-03-26
C01958,Male,Young Adult,W,2024-06-12
C01959,Male,Teenager,N,2022-02-01
C01960,Male,Teenager,N,2023-09-02
C01961,Female,Adult,W,2024-07-05
C01962,Male,Young Adult,S,2023-06-26
C01963,Female,Teenager,N,2022-05-28
C01964,Female,Adult,S,2023-10-18
C01965,Male,Teenager,E,2022-03-08
C01966,Male,Adult,N,2023-07-24
C01967,Male,Young Adult,N,2024-01-18
C01968,Female,Teenager,N,2023-03-19
C01969,Male,Adult,S,2024-06-15
C01970,Male,Young Adult,W,2023-02-03
C01971,Male,Elder,W,2023-04-27
C01972,Male,Adult,E,2024-08-05
C01973,Male,Young Adult,N,2022-07-05
C01974,Female,Adult,W,2022-06-18
C01975,Female,Young Adult,E,2023-05-22
C01976,Male,Elder,N,2023-06-05
C01977,Male,Young Adult,W,2022-06-10
C01978,Male,Adult,W,2022-12-06
C01979,Male,Teenager,E,2023-12-05
C01980,Female,Young Adult,E,2024-04-02
C01981,Male,Adult,N,2024-02-24
C01982,Female,Adult,N,2022-05-11
C01983,Female,Young Adult,E,2023-05-31
C01984,Male,Young Adult,N,2023-06-20
C01985,Female,Adult,S,2024-01-11
C01986,Female,Elder,W,2024-02-20
C01987,Female,Teenager,W,2023-08-11
C01988,Female,Adult,S,2023-12-27
C01989,Male,Young Adult,W,2024-07-31
C01990,Male,Elder,W,2024-09-23
C01991,Female,Teenager,E,2023-01-11
C01992,Male,Young Adult,N,2022-07-23
C01993,Male,Adult,N,2024-09-15
C01994,Male,Teenager,S,2023-10-23
C01995,Male,Adult,N,2022-03-16
C01996,Male,Young Adult,N,2024-01-11
C01997,Female,Young Adult,N,2022-10-31
C01998,Male,Young Adult,S,2024-12-21
C01999,Male,Adult,W,2023-07-24
C02000,Male,Young Adult,N,2024-02-25
C02001,Male,Adult,E,2024-09-13
C02002,Female,Adult,E,2022-08-17
C02003,Female,Adult,N,2024-12-07
C02004,Female,Young Adult,W,2022-09-25
C02005,Female,Young Adult,E,2023-12-28
C02006,Male,Young Adult,S,2024-03-12
C02007,Female,Young Adult,W,2022-09-11
C02008,Male,Young Adult,N,2024-08-14
C02009,Male,Adult,E,2024-05-19
C02010,Male,Teenager,N,2022-03-28
C02011,Male,Teenager,W,2024-11-14
C02012,Male,Young Adult,S,2022-08-10
C02013,Female,Adult,E,2024-09-16
C02014,Female,Young Adult,N,2023-02-01
C02015,Female,Adult,E,2024-07-26
