transaction_id,transaction_datetime,customer_id,store_id,product_id,promotion_id,quantity,selling_price,discount_amount,total_revenue,total_cost,profit
T008548,2025-09-13 20:07:42,C02362,S001,P006,,1,2.1,0.0,1.72,1.0,0.72
T008549,2024-07-31 04:21:25,C00162,S006,P006,,7,2.0,0.0,15.12,7.0,8.12
T008550,2025-08-14 11:26:23,C02596,S003,P007,,8,2.94,0.0,25.4,9.6,15.8
T008551,2024-12-19 16:52:49,C01995,S002,P021,,4,59.0,0.0,271.4,100.0,171.4
T008552,2025-06-05 14:52:19,C00647,S008,P022,,3,18.9,0.0,56.7,18.0,38.7
T008553,2024-03-03 23:33:39,C02510,S001,P008,,7,7.0,0.0,49.0,28.0,21.0
T008554,2024-12-13 10:18:32,C00876,S005,P004,,3,2.2,0.0,7.59,3.6,3.99
T008555,2024-03-20 09:34:48,C01588,S004,P024,,3,12.0,0.0,36.0,12.0,24.0
T008556,2025-10-31 17:50:44,C02217,S004,P023,,4,36.75,0.0,147.0,48.0,99.0
T008557,2025-03-30 14:31:27,C03594,S005,P008,,4,7.35,0.0,29.4,16.0,13.4
T008558,2024-02-16 04:49:15,C02292,S004,P001,,4,12.0,0.0,48.0,32.0,16.0
T008559,2024-04-24 09:50:26,C00277,S001,P007,,3,2.8,0.0,8.4,3.6,4.8
T008560,2024-08-09 14:15:12,C02158,S005,P001,,2,12.0,0.0,25.92,16.0,9.92
T008561,2025-05-08 14:54:29,C02212,S007,P001,,1,12.6,0.0,12.6,8.0,4.6
T008562,2025-05-20 10:33:27,C00037,S004,P007,,6,2.94,0.0,17.64,7.2,10.44
T008563,2024-04-20 18:44:32,C02190,S005,P005,,1,3.2,0.0,3.2,1.5,1.7
T008564,2025-10-28 12:10:02,C03929,S008,P011,,2,523.95,0.0,1047.9,500.0,547.9
T008565,2024-12-07 00:11:42,C02899,S001,P001,,5,12.0,0.0,69.0,40.0,29.0
T008566,2024-02-23 09:38:18,C03316,S002,P008,,5,7.0,0.0,35.0,20.0,15.0
T008567,2024-05-02 12:44:47,C00963,S008,P007,,5,2.8,0.0,14.0,6.0,8.0
T008568,2025-04-17 03:58:46,C01168,S005,P007,,5,2.94,0.0,14.7,6.0,8.7
T008569,2024-09-03 16:09:10,C01784,S001,P008,,6,7.0,0.0,42.0,24.0,18.0
T008570,2025-04-01 19:05:22,C01614,S006,P005,,8,3.36,0.0,26.88,12.0,14.88
T008571,2024-03-18 09:15:45,C01024,S008,P024,,4,12.0,0.0,48.0,16.0,32.0
T008572,2025-09-26 10:00:21,C02258,S008,P003,,7,8.4,0.0,58.8,35.0,23.8
T008573,2024-02-11 06:58:36,C01827,S007,P007,,5,2.8,0.0,14.0,6.0,8.0
T008574,2024-06-28 11:55:24,C02506,S003,P021,,1,59.0,0.0,59.0,25.0,34.0
T008575,2025-12-11 13:49:03,C03559,S004,P003,,6,8.4,0.0,57.96,30.0,27.96
T008576,2025-10-20 17:49:18,C01291,S003,P019,,4,9.45,0.0,37.8,16.0,21.8
T008577,2024-04-08 11:26:34,C03835,S002,P003,,1,8.0,0.0,8.0,5.0,3.0
T008578,2025-03-20 01:04:08,C02782,S007,P006,,8,2.1,0.0,16.8,8.0,8.8
T008579,2024-09-13 09:38:34,C01901,S004,P002,,5,1.8,0.0,9.0,5.5,3.5
T008580,2025-05-17 09:26:15,C00566,S006,P007,,3,2.94,0.0,8.82,3.6,5.22
T008581,2025-06-14 21:00:24,C03719,S002,P008,,7,7.35,0.0,42.19,28.0,14.19
T008582,2025-12-29 08:38:20,C02516,S001,P003,,5,8.4,0.0,39.61,25.0,14.61
T008583,2024-02-24 03:51:41,C00507,S007,P004,,1,2.2,0.0,2.2,1.2,1.0
T008584,2024-07-02 09:00:28,C00023,S007,P004,,2,2.2,0.0,4.75,2.4,2.35
T008585,2025-10-06 02:07:20,C02643,S001,P006,,2,2.1,0.0,3.44,2.0,1.44
T008586,2024-01-23 08:13:30,C02221,S008,P007,,2,2.8,0.0,5.6,2.4,3.2
T008587,2024-06-11 20:09:15,C01171,S004,P005,,8,3.2,0.0,25.6,12.0,13.6
T008588,2024-02-25 01:04:21,C03223,S004,P021,,4,59.0,0.0,236.0,100.0,136.0
T008589,2024-02-11 20:28:18,C02173,S004,P003,,5,8.0,0.0,40.0,25.0,15.0
T008590,2025-12-13 12:50:40,C02721,S005,P008,,7,7.35,0.0,59.17,28.0,31.17
T008591,2024-04-10 13:43:54,C00940,S006,P002,,3,1.8,0.0,5.4,3.3,2.1
T008592,2024-11-06 20:50:47,C00855,S002,P010,,1,24.0,0.0,27.6,10.0,17.6
T008593,2025-11-24 13:41:45,C02833,S004,P006,,8,2.1,0.0,19.32,8.0,11.32
T008594,2025-09-08 07:08:02,C01894,S005,P021,,1,61.95,0.0,61.95,25.0,36.95
T008595,2024-11-24 03:44:44,C00697,S003,P003,,1,8.0,0.0,9.2,5.0,4.2
T008596,2025-04-11 07:27:34,C02611,S006,P008,,8,7.35,0.0,58.8,32.0,26.8
T008597,2024-08-20 04:10:20,C02883,S001,P024,,1,12.0,0.0,12.96,4.0,8.96
T008598,2024-12-08 17:47:05,C02646,S006,P001,,7,12.0,0.0,96.6,56.0,40.6
T008599,2024-02-01 07:48:21,C02704,S001,P014,,1,129.0,0.0,129.0,70.0,59.0
T008600,2024-05-17 01:19:01,C02509,S008,P005,,1,3.2,0.0,3.2,1.5,1.7
T008601,2024-09-22 19:10:19,C01815,S002,P006,,5,2.0,0.0,10.0,5.0,5.0
T008602,2024-07-18 00:09:38,C00069,S001,P008,,4,7.0,0.0,30.24,16.0,14.24
T008603,2025-05-04 09:25:32,C01698,S003,P003,,1,8.4,0.0,8.4,5.0,3.4
T008604,2024-07-12 17:32:46,C03668,S002,P004,,3,2.2,0.0,7.13,3.6,3.53
T008605,2024-11-26 08:53:32,C02880,S002,P001,,4,12.0,0.0,55.2,32.0,23.2
T008606,2025-02-12 09:01:44,C03087,S006,P006,,4,2.1,0.0,8.4,4.0,4.4
T008607,2024-06-02 00:48:12,C00904,S004,P002,,8,1.8,0.0,14.4,8.8,5.6
T008608,2025-09-29 16:29:52,C02148,S007,P002,,7,1.89,0.0,13.23,7.7,5.53
T008609,2025-08-27 21:24:12,C00958,S004,P022,,1,18.9,0.0,20.41,6.0,14.41
T008610,2025-12-19 02:29:59,C01104,S004,P006,,7,2.1,0.0,16.9,7.0,9.91
T008611,2024-09-17 10:08:36,C03677,S008,P005,,2,3.2,0.0,6.4,3.0,3.4
T008612,2025-07-04 15:00:46,C01241,S008,P001,,5,12.6,0.0,68.04,40.0,28.04
T008613,2024-11-19 12:37:36,C03280,S002,P019,,3,9.0,0.0,31.05,12.0,19.05
T008614,2025-07-22 14:24:08,C01916,S002,P022,,4,18.9,0.0,66.95,24.0,42.95
T008615,2025-05-28 21:27:27,C01124,S007,P004,,2,2.31,0.0,4.62,2.4,2.22
T008616,2025-02-22 07:58:48,C03621,S005,P005,,5,3.36,0.0,16.8,7.5,9.3
T008617,2025-09-23 00:38:36,C03786,S008,P004,,5,2.31,0.0,11.55,6.0,5.55
T008618,2024-07-31 19:23:16,C00197,S001,P005,,3,3.2,0.0,10.37,4.5,5.87
T008619,2024-07-27 12:37:33,C03523,S008,P001,,3,12.0,0.0,38.88,24.0,14.88
T008620,2024-06-22 18:22:02,C03674,S002,P019,,2,9.0,0.0,18.0,8.0,10.0
T008621,2025-01-08 01:40:40,C01434,S002,P002,,4,1.89,0.0,7.56,4.4,3.16
T008622,2025-09-21 11:11:26,C03611,S003,P002,,3,1.89,0.0,5.67,3.3,2.37
T008623,2024-10-16 17:42:17,C00773,S004,P002,,1,1.8,0.0,1.8,1.1,0.7
T008624,2025-10-01 20:53:33,C00854,S008,P020,,4,5.25,0.0,21.0,8.0,13.0
T008625,2025-08-06 06:01:28,C03658,S002,P012,,2,82.95,0.0,146.92,70.0,76.92
T008626,2025-08-21 04:42:46,C00251,S005,P004,,2,2.31,0.0,4.99,2.4,2.59
T008627,2024-12-20 11:19:51,C01987,S007,P021,,3,59.0,0.0,203.55,75.0,128.55
T008628,2024-01-30 11:18:08,C01021,S004,P008,,7,7.0,0.0,49.0,28.0,21.0
T008629,2024-12-16 06:55:31,C02303,S003,P012,,2,79.0,0.0,181.7,70.0,111.7
T008630,2025-06-17 19:55:21,C00627,S007,P017,,1,240.45,0.0,240.45,90.0,150.45
T008631,2025-06-30 21:39:53,C03061,S007,P005,,3,3.36,0.0,10.08,4.5,5.58
T008632,2025-05-26 23:56:30,C03337,S004,P003,,4,8.4,0.0,33.6,20.0,13.6
T008633,2025-03-08 07:04:19,C00119,S002,P011,,1,523.95,0.0,429.64,250.0,179.64
T008634,2024-08-30 01:19:39,C01925,S008,P008,,6,7.0,0.0,45.36,24.0,21.36
T008635,2024-07-11 16:02:48,C03669,S003,P003,,3,8.0,0.0,25.92,15.0,10.92
T008636,2025-03-21 05:32:50,C03474,S001,P006,,1,2.1,0.0,1.72,1.0,0.72
T008637,2024-08-19 20:39:10,C03542,S006,P008,,4,7.0,0.0,30.24,16.0,14.24
T008638,2025-04-13 19:11:39,C00343,S004,P024,PR03,2,11.09,1.51,22.18,8.0,14.18
T008639,2024-05-20 17:43:53,C00805,S005,P003,,8,8.0,0.0,64.0,40.0,24.0
T008640,2024-01-23 08:38:06,C03744,S003,P006,,6,2.0,0.0,12.0,6.0,6.0
T008641,2025-06-23 05:40:41,C00419,S008,P007,,8,2.94,0.0,23.52,9.6,13.92
T008642,2025-12-22 07:57:52,C00242,S001,P014,PR05,1,108.36,27.09,102.18,70.0,32.18
T008643,2024-10-31 07:22:54,C02459,S007,P003,,3,8.0,0.0,24.0,15.0,9.0
T008644,2024-05-04 17:14:50,C00728,S001,P002,,7,1.8,0.0,12.6,7.7,4.9
T008645,2025-02-11 16:01:40,C03040,S002,P005,,2,3.36,0.0,6.72,3.0,3.72
T008646,2025-07-26 17:06:14,C00153,S002,P008,,3,7.35,0.0,19.53,12.0,7.53
T008647,2025-07-26 17:21:15,C02905,S003,P001,,7,12.6,0.0,95.26,56.0,39.26
T008648,2024-03-09 06:45:07,C03449,S005,P019,,4,9.0,0.0,36.0,16.0,20.0
T008649,2024-10-11 10:47:01,C03019,S001,P004,,2,2.2,0.0,4.4,2.4,2.0
T008650,2025-02-18 21:01:41,C02011,S007,P012,,1,82.95,0.0,82.95,35.0,47.95
T008651,2024-05-19 19:04:34,C00260,S001,P006,,6,2.0,0.0,12.0,6.0,6.0
T008652,2024-06-03 19:39:21,C00213,S006,P003,,4,8.0,0.0,32.0,20.0,12.0
T008653,2024-05-30 07:12:57,C02334,S006,P005,,5,3.2,0.0,16.0,7.5,8.5
T008654,2024-06-15 17:00:36,C02615,S002,P002,,6,1.8,0.0,10.8,6.6,4.2
T008655,2025-06-02 08:10:01,C00251,S006,P001,,6,12.6,0.0,75.6,48.0,27.6
T008656,2025-08-21 10:27:01,C02868,S004,P003,,4,8.4,0.0,36.29,20.0,16.29
T008657,2024-03-18 22:29:49,C01763,S005,P005,,5,3.2,0.0,16.0,7.5,8.5
T008658,2025-03-18 02:53:19,C02751,S003,P006,,6,2.1,0.0,12.6,6.0,6.6
T008659,2025-06-10 22:21:23,C03668,S002,P003,,8,8.4,0.0,55.1,40.0,15.1
T008660,2025-10-16 07:47:56,C01092,S007,P021,,4,61.95,0.0,247.8,100.0,147.8
T008661,2025-05-19 10:34:26,C01493,S006,P024,,2,12.6,0.0,25.2,8.0,17.2
T008662,2024-04-02 14:09:40,C01258,S002,P002,,6,1.8,0.0,10.8,6.6,4.2
T008663,2025-10-31 11:25:46,C03684,S007,P006,,2,2.1,0.0,4.2,2.0,2.2
T008664,2025-03-18 08:34:25,C00740,S008,P001,,7,12.6,0.0,88.2,56.0,32.2
T008665,2024-06-24 17:31:32,C00688,S005,P012,,1,79.0,0.0,79.0,35.0,44.0
T008666,2024-09-21 19:23:00,C03222,S003,P003,,6,8.0,0.0,48.0,30.0,18.0
T008667,2024-09-13 09:53:31,C00984,S008,P021,,4,59.0,0.0,236.0,100.0,136.0
T008668,2025-03-07 03:54:23,C01202,S001,P003,,2,8.4,0.0,13.78,10.0,3.78
T008669,2024-08-17 21:05:19,C01640,S001,P003,,2,8.0,0.0,17.28,10.0,7.28
T008670,2024-09-23 00:07:11,C03661,S004,P003,,5,8.0,0.0,40.0,25.0,15.0
T008671,2024-09-23 11:52:59,C02418,S004,P005,,8,3.2,0.0,25.6,12.0,13.6
T008672,2025-03-27 16:00:21,C00942,S007,P021,,4,61.95,0.0,247.8,100.0,147.8
T008673,2025-04-18 20:30:10,C02139,S004,P006,,7,2.1,0.0,14.7,7.0,7.7
T008674,2025-04-03 17:39:59,C03350,S008,P004,,8,2.31,0.0,18.48,9.6,8.88
T008675,2024-01-23 10:12:16,C02309,S005,P014,,1,129.0,0.0,129.0,70.0,59.0
T008676,2025-09-01 09:54:38,C00240,S007,P024,,4,12.6,0.0,50.4,16.0,34.4
T008677,2025-04-13 10:37:39,C00640,S005,P007,,6,2.94,0.0,17.64,7.2,10.44
T008678,2024-01-09 23:23:31,C02899,S001,P021,,3,59.0,0.0,177.0,75.0,102.0
T008679,2025-12-20 15:35:05,C02564,S007,P002,,8,1.89,0.0,17.39,8.8,8.59
T008680,2024-11-25 14:29:53,C01990,S008,P003,,6,8.0,0.0,55.2,30.0,25.2
T008681,2025-04-20 07:34:05,C03428,S007,P006,,5,2.1,0.0,10.5,5.0,5.5
T008682,2024-02-23 06:40:05,C00672,S007,P007,,4,2.8,0.0,11.2,4.8,6.4
T008683,2025-11-01 17:09:47,C03281,S005,P001,,3,12.6,0.0,43.47,24.0,19.47
T008684,2025-03-20 20:03:14,C00968,S005,P020,,4,5.25,0.0,21.0,8.0,13.0
T008685,2024-12-29 16:01:34,C03191,S007,P001,PR02,3,11.4,0.6,39.33,24.0,15.33
T008686,2024-03-26 16:14:07,C00940,S005,P008,,6,7.0,0.0,42.0,24.0,18.0
T008687,2024-02-19 04:45:04,C02158,S006,P007,,5,2.8,0.0,14.0,6.0,8.0
T008688,2025-07-16 15:09:31,C01327,S001,P003,,1,8.4,0.0,7.44,5.0,2.44
T008689,2025-06-18 15:19:54,C03148,S006,P003,,2,8.4,0.0,16.8,10.0,6.8
T008690,2025-02-26 17:49:38,C01523,S003,P019,,3,9.45,0.0,28.35,12.0,16.35
T008691,2024-03-12 21:18:15,C01708,S007,P014,,1,129.0,0.0,129.0,70.0,59.0
T008692,2024-07-06 10:10:27,C01818,S007,P002,,6,1.8,0.0,11.66,6.6,5.06
T008693,2025-02-25 01:25:51,C01455,S008,P019,,3,9.45,0.0,28.35,12.0,16.35
T008694,2025-02-09 06:53:22,C00358,S005,P005,,8,3.36,0.0,26.88,12.0,14.88
T008695,2025-05-30 08:36:28,C02446,S004,P024,,1,12.6,0.0,12.6,4.0,8.6
T008696,2025-10-12 15:57:35,C01588,S004,P004,,2,2.31,0.0,4.62,2.4,2.22
T008697,2025-09-17 08:28:26,C01576,S001,P004,,4,2.31,0.0,7.58,4.8,2.78
T008698,2024-04-16 09:12:51,C00235,S005,P005,,3,3.2,0.0,9.6,4.5,5.1
T008699,2024-07-29 21:26:18,C01519,S008,P008,,2,7.0,0.0,15.12,8.0,7.12
T008700,2025-03-06 08:46:39,C00792,S006,P008,,3,7.35,0.0,22.05,12.0,10.05
T008701,2025-10-20 01:46:38,C02722,S007,P003,,6,8.4,0.0,50.4,30.0,20.4
T008702,2024-09-16 07:21:23,C00622,S005,P006,,1,2.0,0.0,2.0,1.0,1.0
T008703,2025-12-12 13:47:45,C03587,S001,P005,,3,3.36,0.0,9.51,4.5,5.01
T008704,2025-11-28 21:14:43,C01939,S006,P001,,6,12.6,0.0,86.94,48.0,38.94
T008705,2024-09-30 12:55:54,C01120,S003,P002,,1,1.8,0.0,1.8,1.1,0.7
T008706,2025-09-11 10:26:03,C01781,S006,P008,,6,7.35,0.0,44.1,24.0,20.1
T008707,2025-01-15 12:17:28,C03541,S001,P010,,1,25.2,0.0,25.2,10.0,15.2
T008708,2024-11-24 20:26:35,C01870,S001,P003,,4,8.0,0.0,36.8,20.0,16.8
T008709,2024-12-17 15:21:03,C00954,S001,P003,PR02,5,7.6,0.4,43.7,25.0,18.7
T008710,2024-06-13 02:57:04,C00885,S008,P005,,6,3.2,0.0,19.2,9.0,10.2
T008711,2025-09-19 08:04:48,C01243,S002,P020,,1,5.25,0.0,4.3,2.0,2.3
T008712,2025-12-04 14:07:25,C01455,S008,P003,,6,8.4,0.0,57.96,30.0,27.96
T008713,2025-10-13 22:26:12,C01420,S004,P007,,2,2.94,0.0,5.88,2.4,3.48
T008714,2024-05-23 06:06:45,C00934,S001,P005,,8,3.2,0.0,25.6,12.0,13.6
T008715,2025-12-23 10:29:31,C00476,S007,P023,,3,36.75,0.0,126.79,36.0,90.79
T008716,2024-10-11 22:40:37,C00844,S001,P001,,3,12.0,0.0,36.0,24.0,12.0
T008717,2025-01-22 07:41:19,C02908,S003,P005,,8,3.36,0.0,26.88,12.0,14.88
T008718,2025-04-25 06:37:25,C03495,S003,P005,,1,3.36,0.0,3.36,1.5,1.86
T008719,2025-11-24 17:35:52,C00402,S008,P011,PR05,1,419.16,104.79,482.03,250.0,232.03
T008720,2025-03-11 13:16:00,C01590,S002,P004,,7,2.31,0.0,13.26,8.4,4.86
T008721,2024-06-26 10:11:05,C03434,S002,P022,,2,18.0,0.0,36.0,12.0,24.0
T008722,2024-12-16 01:37:57,C02197,S004,P004,PR02,3,2.09,0.11,7.21,3.6,3.61
T008723,2024-11-29 17:03:40,C00830,S006,P022,,4,18.0,0.0,82.8,24.0,58.8
T008724,2024-06-30 09:17:27,C00963,S008,P001,,7,12.0,0.0,84.0,56.0,28.0
T008725,2025-05-05 02:07:27,C00915,S002,P007,,4,2.94,0.0,9.64,4.8,4.84
T008726,2025-09-26 23:43:07,C00340,S001,P019,,1,9.45,0.0,7.75,4.0,3.75
T008727,2024-03-19 02:18:22,C02157,S003,P001,,8,12.0,0.0,96.0,64.0,32.0
T008728,2025-11-16 00:04:15,C02703,S006,P020,,3,5.25,0.0,18.11,6.0,12.11
T008729,2024-06-22 09:48:14,C01469,S003,P005,,8,3.2,0.0,25.6,12.0,13.6
T008730,2024-06-09 02:53:06,C02884,S005,P001,,7,12.0,0.0,84.0,56.0,28.0
T008731,2024-08-24 07:02:52,C02101,S007,P001,,2,12.0,0.0,25.92,16.0,9.92
T008732,2025-09-07 15:35:48,C00622,S006,P009,,1,943.95,0.0,943.95,550.0,393.95
T008733,2024-02-01 15:01:07,C03750,S007,P012,,1,79.0,0.0,79.0,35.0,44.0
T008734,2025-01-23 05:35:12,C02128,S007,P007,,6,2.94,0.0,17.64,7.2,10.44
T008735,2025-02-05 23:44:08,C00414,S006,P012,,1,82.95,0.0,82.95,35.0,47.95
T008736,2025-03-13 15:11:16,C01979,S004,P002,,8,1.89,0.0,15.12,8.8,6.32
T008737,2024-06-10 09:29:21,C01736,S003,P004,,5,2.2,0.0,11.0,6.0,5.0
T008738,2025-11-11 00:18:03,C01734,S008,P002,,5,1.89,0.0,10.87,5.5,5.37
T008739,2024-01-25 13:49:21,C01256,S004,P001,,1,12.0,0.0,12.0,8.0,4.0
T008740,2025-01-04 20:36:26,C00057,S006,P021,,4,61.95,0.0,247.8,100.0,147.8
T008741,2024-03-02 19:28:54,C02001,S004,P001,,3,12.0,0.0,36.0,24.0,12.0
T008742,2025-02-14 20:39:47,C00757,S008,P004,,2,2.31,0.0,4.62,2.4,2.22
T008743,2025-02-05 08:20:04,C00968,S006,P001,,5,12.6,0.0,63.0,40.0,23.0
T008744,2024-09-26 10:18:25,C00493,S006,P007,,6,2.8,0.0,16.8,7.2,9.6
T008745,2024-11-22 07:44:46,C00448,S003,P007,,6,2.8,0.0,19.32,7.2,12.12
T008746,2025-04-28 17:29:10,C03166,S008,P001,,7,12.6,0.0,88.2,56.0,32.2
T008747,2024-07-15 17:52:15,C02935,S004,P004,,3,2.2,0.0,7.13,3.6,3.53
T008748,2025-05-23 12:02:06,C03572,S001,P022,,3,18.9,0.0,46.49,18.0,28.49
T008749,2024-11-25 14:16:24,C01790,S003,P004,,4,2.2,0.0,10.12,4.8,5.32
T008750,2025-10-08 02:51:08,C00016,S008,P022,,2,18.9,0.0,37.8,12.0,25.8
T008751,2025-07-31 09:36:00,C00007,S003,P021,,2,61.95,0.0,133.81,50.0,83.81
T008752,2025-09-06 11:23:38,C03582,S003,P021,,4,61.95,0.0,247.8,100.0,147.8
T008753,2024-08-15 15:52:31,C00067,S004,P007,,8,2.8,0.0,24.19,9.6,14.59
T008754,2024-06-27 03:04:53,C02312,S002,P021,,1,59.0,0.0,59.0,25.0,34.0
T008755,2025-10-20 01:30:46,C00025,S002,P005,,5,3.36,0.0,13.78,7.5,6.28
T008756,2025-07-28 06:34:00,C02791,S008,P024,,1,12.6,0.0,13.61,4.0,9.61
T008757,2025-01-16 01:26:53,C01031,S003,P001,,6,12.6,0.0,75.6,48.0,27.6
T008758,2024-04-02 10:58:41,C03223,S004,P005,,6,3.2,0.0,19.2,9.0,10.2
T008759,2025-01-16 00:41:15,C02326,S007,P020,,2,5.25,0.0,10.5,4.0,6.5
T008760,2025-04-06 16:17:51,C00352,S003,P021,PR03,4,54.52,7.43,218.06,100.0,118.06
T008761,2025-12-25 03:28:40,C02818,S006,P002,,8,1.89,0.0,17.39,8.8,8.59
T008762,2025-07-22 02:14:11,C00951,S007,P004,,6,2.31,0.0,14.97,7.2,7.77
T008763,2024-05-05 19:58:02,C01978,S008,P001,,4,12.0,0.0,48.0,32.0,16.0
T008764,2025-05-01 11:54:54,C00670,S002,P006,,7,2.1,0.0,12.05,7.0,5.05
T008765,2024-02-14 02:57:38,C01739,S004,P006,,4,2.0,0.0,8.0,4.0,4.0
T008766,2024-09-26 11:25:10,C00089,S003,P003,,4,8.0,0.0,32.0,20.0,12.0
T008767,2024-08-13 01:39:00,C00495,S007,P008,,7,7.0,0.0,52.92,28.0,24.92
T008768,2024-08-02 00:13:32,C00447,S007,P006,,2,2.0,0.0,4.32,2.0,2.32
T008769,2024-08-23 05:29:56,C01973,S002,P003,,3,8.0,0.0,25.92,15.0,10.92
T008770,2024-10-19 10:58:35,C02376,S005,P002,,3,1.8,0.0,5.4,3.3,2.1
T008771,2025-09-11 08:51:24,C03909,S002,P006,,4,2.1,0.0,6.89,4.0,2.89
T008772,2024-02-09 03:14:41,C03757,S002,P005,,5,3.2,0.0,16.0,7.5,8.5
T008773,2024-02-15 09:02:29,C03478,S007,P001,,1,12.0,0.0,12.0,8.0,4.0
T008774,2025-09-08 02:26:13,C02553,S004,P023,,4,36.75,0.0,147.0,48.0,99.0
T008775,2025-08-26 01:29:15,C01307,S007,P008,,3,7.35,0.0,23.81,12.0,11.81
T008776,2024-10-29 05:14:43,C00998,S007,P001,,4,12.0,0.0,48.0,32.0,16.0
T008777,2025-01-06 00:00:04,C02693,S002,P001,,3,12.6,0.0,37.8,24.0,13.8
T008778,2024-03-17 20:48:39,C03427,S001,P002,,7,1.8,0.0,12.6,7.7,4.9
T008779,2025-08-07 10:47:33,C03515,S004,P003,,6,8.4,0.0,54.43,30.0,24.43
T008780,2024-03-07 20:03:32,C00419,S008,P011,,1,499.0,0.0,499.0,250.0,249.0
T008781,2025-10-21 10:48:59,C03319,S003,P004,,5,2.31,0.0,11.55,6.0,5.55
T008782,2025-09-25 20:45:54,C02505,S002,P023,,2,36.75,0.0,60.27,24.0,36.27
T008783,2024-11-24 16:55:50,C00177,S004,P006,,5,2.0,0.0,11.5,5.0,6.5
T008784,2024-09-10 12:20:34,C03834,S008,P001,,3,12.0,0.0,36.0,24.0,12.0
T008785,2025-07-31 05:43:16,C02658,S002,P001,,7,12.6,0.0,78.11,56.0,22.11
T008786,2024-01-01 01:15:54,C01655,S007,P022,,4,18.0,0.0,72.0,24.0,48.0
T008787,2024-02-18 08:32:49,C03315,S003,P005,,1,3.2,0.0,3.2,1.5,1.7
T008788,2024-11-16 02:11:05,C01985,S006,P020,,1,5.0,0.0,5.75,2.0,3.75
T008789,2024-06-05 20:02:35,C01817,S002,P005,,6,3.2,0.0,19.2,9.0,10.2
T008790,2024-01-29 00:34:27,C01189,S004,P008,,5,7.0,0.0,35.0,20.0,15.0
T008791,2025-03-16 11:22:19,C03341,S004,P008,,5,7.35,0.0,36.75,20.0,16.75
T008792,2024-09-28 15:04:19,C00938,S007,P021,,4,59.0,0.0,236.0,100.0,136.0
T008793,2025-01-16 17:41:47,C00815,S006,P018,,1,523.95,0.0,523.95,220.0,303.95
T008794,2025-08-06 08:18:36,C03198,S007,P023,,1,36.75,0.0,39.69,12.0,27.69
T008795,2025-05-31 02:15:35,C03545,S006,P008,,2,7.35,0.0,14.7,8.0,6.7
T008796,2025-12-27 23:33:08,C03091,S005,P001,,5,12.6,0.0,72.45,40.0,32.45
T008797,2024-06-03 18:41:51,C02272,S001,P024,,4,12.0,0.0,48.0,16.0,32.0
T008798,2025-11-03 19:48:10,C03919,S002,P004,,6,2.31,0.0,13.07,7.2,5.87
T008799,2025-11-30 20:23:48,C02263,S007,P007,,3,2.94,0.0,10.14,3.6,6.54
T008800,2024-10-18 01:20:17,C03616,S008,P019,,2,9.0,0.0,18.0,8.0,10.0
T008801,2024-02-15 05:22:16,C00565,S001,P008,,2,7.0,0.0,14.0,8.0,6.0
T008802,2024-07-15 03:27:36,C01638,S004,P001,,3,12.0,0.0,38.88,24.0,14.88
T008803,2025-10-28 05:16:08,C00579,S005,P007,,6,2.94,0.0,17.64,7.2,10.44
T008804,2025-07-20 04:50:41,C00956,S005,P006,,3,2.1,0.0,6.8,3.0,3.8
T008805,2025-02-17 13:25:28,C01672,S004,P005,,3,3.36,0.0,10.08,4.5,5.58
T008806,2025-03-26 03:31:20,C03747,S007,P003,,7,8.4,0.0,58.8,35.0,23.8
T008807,2024-04-01 11:51:45,C03198,S007,P005,,7,3.2,0.0,22.4,10.5,11.9
T008808,2025-01-22 06:09:03,C03282,S008,P007,,8,2.94,0.0,23.52,9.6,13.92
T008809,2024-12-12 03:57:00,C03798,S004,P021,,1,59.0,0.0,67.85,25.0,42.85
T008810,2025-12-16 10:28:53,C03557,S001,P003,,7,8.4,0.0,55.45,35.0,20.45
T008811,2025-04-18 04:33:12,C00878,S002,P004,,1,2.31,0.0,1.89,1.2,0.69
T008812,2025-07-24 00:41:51,C02865,S001,P007,,2,2.94,0.0,5.21,2.4,2.81
T008813,2025-10-05 09:59:31,C03165,S007,P001,,3,12.6,0.0,37.8,24.0,13.8
T008814,2025-09-11 09:08:22,C02925,S001,P002,,7,1.89,0.0,10.85,7.7,3.15
T008815,2025-11-11 07:19:42,C00556,S003,P007,,6,2.94,0.0,20.29,7.2,13.09
T008816,2024-08-22 13:51:52,C00368,S002,P020,,1,5.0,0.0,5.4,2.0,3.4
T008817,2024-07-02 11:38:13,C00655,S002,P009,PR01,1,764.15,134.85,825.28,550.0,275.28
T008818,2024-09-03 06:48:42,C03985,S008,P001,,7,12.0,0.0,84.0,56.0,28.0
T008819,2025-08-15 01:03:27,C00317,S004,P005,,4,3.36,0.0,14.52,6.0,8.52
T008820,2024-06-10 01:58:50,C01362,S006,P004,,3,2.2,0.0,6.6,3.6,3.0
T008821,2025-11-25 14:08:29,C01130,S008,P007,,5,2.94,0.0,16.9,6.0,10.9
T008822,2025-10-28 15:18:40,C01318,S004,P008,,3,7.35,0.0,22.05,12.0,10.05
T008823,2024-11-05 12:28:02,C02686,S004,P009,,1,899.0,0.0,1033.85,550.0,483.85
T008824,2024-11-10 04:43:22,C00887,S002,P005,,7,3.2,0.0,25.76,10.5,15.26
T008825,2025-05-26 09:13:16,C02666,S003,P008,,6,7.35,0.0,44.1,24.0,20.1
